age,job,marital,education,balance,housing,loan,contact,day,month,duration
26,housemaid,married,tertiary,543,no,no,cellular,30,jan,169
35,services,single,secondary,49,no,no,cellular,30,jan,346
28,self-employed,single,secondary,242,yes,no,cellular,30,jan,205
41,management,single,secondary,3234,yes,no,cellular,30,jan,2770
38,management,single,tertiary,1495,yes,no,cellular,30,jan,339
42,services,married,secondary,199,no,no,cellular,30,jan,217
49,management,married,tertiary,342,no,no,cellular,30,jan,433
27,technician,single,tertiary,261,yes,yes,cellular,30,jan,195
59,admin.,married,primary,879,yes,no,cellular,30,jan,126
27,management,single,tertiary,625,no,no,cellular,30,jan,554
29,services,single,tertiary,737,yes,yes,cellular,30,jan,499
29,services,single,secondary,192,no,no,cellular,30,jan,327
29,entrepreneur,single,secondary,404,no,no,cellular,30,jan,413
35,technician,single,tertiary,364,no,yes,cellular,30,jan,162
35,technician,single,secondary,2144,yes,no,cellular,30,jan,146
34,technician,divorced,secondary,1301,yes,no,cellular,30,jan,196
47,technician,divorced,tertiary,405,yes,no,cellular,30,jan,236
36,technician,single,secondary,98,no,no,cellular,30,jan,771
33,unemployed,single,secondary,1173,no,no,cellular,30,jan,844
26,technician,divorced,tertiary,3154,yes,yes,cellular,30,jan,350
34,technician,divorced,unknown,975,yes,no,cellular,30,jan,263
35,blue-collar,single,secondary,505,no,yes,cellular,30,jan,109
26,management,single,tertiary,157,yes,no,cellular,30,jan,78
27,admin.,single,secondary,116,no,no,cellular,30,jan,46
32,admin.,married,secondary,0,no,no,cellular,30,jan,119
31,technician,single,tertiary,236,yes,no,cellular,30,jan,200
32,admin.,single,secondary,1630,yes,no,cellular,30,jan,122
29,blue-collar,single,secondary,202,no,no,cellular,30,jan,128
33,technician,married,tertiary,525,yes,yes,cellular,30,jan,499
28,student,single,secondary,69,no,no,cellular,30,jan,532
32,blue-collar,married,secondary,578,yes,no,cellular,30,jan,206
40,management,single,tertiary,80,yes,no,cellular,30,jan,182
42,technician,single,secondary,60,yes,yes,cellular,30,jan,183
27,unemployed,single,secondary,92,yes,no,cellular,30,jan,274
60,admin.,divorced,secondary,663,no,yes,cellular,30,jan,385
29,services,single,unknown,196,no,no,cellular,30,jan,726
29,admin.,married,secondary,957,yes,yes,cellular,30,jan,258
34,services,single,secondary,2257,no,yes,telephone,30,jan,568
27,student,single,secondary,1566,no,no,cellular,30,jan,164
42,retired,single,tertiary,308,no,no,cellular,30,jan,114
56,entrepreneur,single,tertiary,1745,yes,no,cellular,30,jan,374
32,services,single,secondary,717,no,no,cellular,30,jan,462
43,admin.,divorced,secondary,540,yes,no,cellular,30,jan,74
54,blue-collar,single,unknown,1555,yes,no,telephone,30,jan,258
27,unemployed,single,tertiary,3060,no,no,cellular,30,jan,533
58,entrepreneur,married,tertiary,0,no,yes,cellular,30,jan,540
36,unemployed,divorced,secondary,5,yes,no,cellular,30,jan,169
38,management,divorced,tertiary,76,no,no,cellular,30,jan,220
36,unemployed,single,primary,4148,no,no,cellular,30,jan,193
38,admin.,divorced,secondary,-51,no,yes,cellular,30,jan,102
38,management,divorced,tertiary,441,yes,no,cellular,30,jan,67
45,admin.,divorced,secondary,440,no,no,cellular,30,jan,91
50,management,married,tertiary,0,no,no,cellular,30,jan,199
56,management,married,tertiary,4,yes,yes,cellular,30,jan,299
39,blue-collar,married,primary,976,yes,no,cellular,30,jan,80
31,services,married,secondary,288,no,no,cellular,30,jan,164
42,services,married,primary,473,yes,no,cellular,30,jan,54
26,management,single,tertiary,828,yes,no,cellular,30,jan,141
42,admin.,divorced,secondary,936,no,no,cellular,30,jan,931
47,unemployed,single,tertiary,2500,no,no,cellular,30,jan,240
31,services,single,secondary,887,no,no,cellular,30,jan,427
51,entrepreneur,divorced,tertiary,58,yes,no,cellular,30,jan,93
55,blue-collar,married,unknown,23,no,no,cellular,30,jan,143
42,management,divorced,secondary,640,no,no,cellular,30,jan,545
49,admin.,single,secondary,827,yes,no,cellular,30,jan,61
55,technician,married,unknown,851,yes,no,cellular,30,jan,138
39,self-employed,married,tertiary,1492,yes,no,cellular,30,jan,227
46,services,married,secondary,417,yes,no,cellular,30,jan,219
45,management,married,tertiary,2363,no,no,cellular,30,jan,125
54,blue-collar,married,secondary,285,yes,yes,telephone,30,jan,63
58,entrepreneur,married,tertiary,364,yes,no,cellular,30,jan,168
55,unemployed,married,secondary,3982,no,no,cellular,30,jan,89
55,retired,married,secondary,905,no,no,cellular,30,jan,861
56,unemployed,married,secondary,670,no,no,cellular,30,jan,86
51,services,married,secondary,5699,yes,no,cellular,30,jan,436
27,management,single,tertiary,1081,no,yes,cellular,30,jan,158
57,retired,married,primary,4908,no,no,cellular,30,jan,868
32,blue-collar,single,secondary,604,no,no,cellular,30,jan,410
31,management,married,tertiary,1384,yes,no,cellular,30,jan,203
60,admin.,married,secondary,2552,no,yes,cellular,30,jan,255
46,technician,married,secondary,198,yes,no,cellular,30,jan,153
34,management,married,tertiary,351,no,no,cellular,30,jan,193
39,housemaid,married,secondary,953,no,no,cellular,30,jan,23
26,admin.,single,secondary,187,no,no,cellular,30,jan,226
27,management,single,tertiary,1277,no,no,cellular,30,jan,267
46,blue-collar,single,secondary,332,no,no,cellular,30,jan,11
51,technician,single,secondary,527,yes,no,cellular,30,jan,197
52,blue-collar,married,primary,109,yes,no,cellular,30,jan,177
31,unemployed,single,secondary,315,no,no,cellular,30,jan,130
26,management,married,tertiary,265,no,no,cellular,30,jan,650
33,blue-collar,single,tertiary,457,yes,no,cellular,30,jan,159
53,unemployed,married,secondary,7,no,no,cellular,30,jan,68
33,admin.,single,secondary,572,yes,no,cellular,30,jan,1296
34,housemaid,single,primary,443,no,no,cellular,30,jan,10
45,services,divorced,secondary,-28,no,yes,cellular,30,jan,87
40,self-employed,single,tertiary,628,no,no,cellular,30,jan,90
34,technician,single,secondary,102,no,no,cellular,30,jan,89
51,entrepreneur,single,tertiary,0,no,no,cellular,30,jan,643
56,services,married,secondary,642,yes,no,cellular,30,jan,16
33,services,divorced,secondary,1194,yes,no,cellular,30,jan,166
58,management,married,tertiary,911,yes,no,cellular,30,jan,49
37,blue-collar,single,secondary,5742,yes,yes,cellular,30,jan,588
36,blue-collar,married,secondary,160,yes,no,cellular,30,jan,344
47,housemaid,married,tertiary,1692,yes,no,cellular,30,jan,592
27,technician,single,tertiary,149,no,yes,cellular,30,jan,283
38,unemployed,married,secondary,0,yes,yes,cellular,30,jan,437
27,self-employed,single,secondary,49,yes,no,cellular,30,jan,208
40,technician,married,tertiary,1554,no,no,cellular,30,jan,99
36,services,single,secondary,511,yes,yes,cellular,30,jan,706
30,management,single,tertiary,167,no,no,cellular,30,jan,320
50,unemployed,divorced,secondary,717,yes,no,cellular,30,jan,113
41,unemployed,married,tertiary,0,no,no,cellular,30,jan,81
53,retired,married,primary,3,no,no,cellular,30,jan,114
28,entrepreneur,single,tertiary,341,no,no,cellular,30,jan,241
29,technician,married,tertiary,197,yes,no,cellular,30,jan,103
31,technician,single,secondary,198,no,no,cellular,30,jan,366
41,admin.,married,secondary,3204,no,yes,cellular,30,jan,210
53,services,divorced,tertiary,329,no,no,cellular,30,jan,189
36,technician,single,secondary,317,yes,no,cellular,30,jan,198
52,management,married,tertiary,1355,yes,no,cellular,30,jan,131
35,unemployed,married,secondary,330,no,no,cellular,30,jan,645
33,blue-collar,single,secondary,22,no,no,cellular,30,jan,76
36,services,married,secondary,238,no,no,cellular,30,jan,424
33,entrepreneur,single,tertiary,300,yes,yes,cellular,30,jan,922
31,management,married,tertiary,1400,yes,no,cellular,30,jan,175
32,services,divorced,secondary,130,yes,no,cellular,30,jan,194
38,management,married,tertiary,-70,yes,no,cellular,30,jan,140
26,admin.,single,secondary,802,no,no,cellular,30,jan,77
28,services,single,secondary,2992,yes,no,cellular,30,jan,337
57,management,divorced,tertiary,2549,no,no,cellular,30,jan,456
38,blue-collar,married,secondary,451,no,no,cellular,30,jan,143
39,technician,married,secondary,-735,yes,no,cellular,30,jan,144
45,management,married,tertiary,-61,no,no,cellular,30,jan,90
26,unemployed,single,tertiary,370,no,no,cellular,30,jan,230
51,admin.,married,secondary,0,yes,yes,cellular,30,jan,150
37,services,married,secondary,483,yes,no,cellular,30,jan,188
40,technician,single,tertiary,693,no,no,cellular,30,jan,427
60,retired,married,secondary,143,no,no,telephone,30,jan,345
54,technician,married,unknown,0,no,no,cellular,30,jan,491
56,technician,married,primary,314,yes,yes,cellular,30,jan,108
26,technician,single,tertiary,152,no,no,cellular,30,jan,151
36,blue-collar,married,secondary,-477,yes,no,cellular,30,jan,473
57,technician,married,primary,1276,yes,no,cellular,30,jan,44
29,unemployed,married,secondary,596,no,no,cellular,30,jan,510
33,technician,married,secondary,480,yes,no,cellular,30,jan,272
54,technician,divorced,secondary,1114,yes,no,cellular,30,jan,81
36,admin.,single,secondary,133,no,no,cellular,30,jan,632
51,unemployed,married,secondary,636,no,no,cellular,30,jan,321
53,admin.,married,secondary,-375,yes,no,cellular,30,jan,103
45,blue-collar,married,unknown,909,yes,no,cellular,30,jan,166
56,retired,married,secondary,1454,no,no,telephone,30,jan,479
57,management,married,tertiary,0,no,yes,cellular,30,jan,209
54,admin.,married,primary,0,yes,no,cellular,30,jan,520
54,technician,divorced,secondary,-191,no,no,cellular,30,jan,86
32,services,married,secondary,198,no,no,cellular,30,jan,320
28,blue-collar,single,secondary,1285,no,no,telephone,30,jan,199
36,unemployed,single,secondary,605,no,no,cellular,30,jan,410
45,entrepreneur,divorced,secondary,44,no,yes,cellular,30,jan,250
48,management,married,tertiary,370,yes,no,cellular,30,jan,134
32,management,married,primary,-1161,yes,yes,cellular,30,jan,445
27,blue-collar,single,primary,21,no,no,cellular,30,jan,197
47,self-employed,married,secondary,1803,no,no,cellular,30,jan,188
32,management,married,tertiary,943,yes,no,cellular,30,jan,402
39,management,married,secondary,1585,yes,no,cellular,30,jan,82
33,admin.,divorced,secondary,961,no,no,cellular,30,jan,308
32,unemployed,married,secondary,365,yes,no,cellular,30,jan,210
37,blue-collar,divorced,secondary,-175,yes,no,cellular,30,jan,638
28,blue-collar,single,primary,442,no,no,cellular,30,jan,157
34,blue-collar,single,secondary,19833,yes,no,cellular,30,jan,84
53,blue-collar,married,primary,901,no,yes,telephone,30,jan,1431
47,technician,divorced,secondary,1194,yes,yes,cellular,30,jan,113
35,blue-collar,married,secondary,210,yes,no,cellular,30,jan,626
49,management,single,tertiary,163,yes,no,cellular,30,jan,281
30,technician,married,tertiary,1454,no,no,telephone,30,jan,276
26,management,single,tertiary,800,yes,no,cellular,30,jan,405
53,technician,married,tertiary,2336,no,no,telephone,30,jan,173
56,blue-collar,married,secondary,2190,no,yes,cellular,30,jan,90
56,unemployed,married,secondary,972,no,no,cellular,30,jan,52
26,services,single,secondary,512,yes,yes,cellular,30,jan,206
59,unemployed,married,primary,0,no,no,cellular,30,jan,3025
41,blue-collar,divorced,secondary,-333,yes,no,cellular,30,jan,118
31,self-employed,married,tertiary,227,yes,yes,cellular,30,jan,154
42,blue-collar,married,secondary,0,yes,no,cellular,30,jan,82
36,admin.,divorced,tertiary,281,no,no,cellular,30,jan,60
51,unemployed,married,secondary,17418,yes,no,telephone,30,jan,237
44,unemployed,married,unknown,1309,no,no,telephone,30,jan,262
47,unemployed,divorced,secondary,0,no,yes,cellular,30,jan,127
34,management,married,secondary,243,no,no,cellular,30,jan,417
31,admin.,divorced,secondary,217,yes,no,cellular,30,jan,1776
27,management,single,tertiary,0,yes,no,cellular,30,jan,323
44,management,single,tertiary,780,yes,no,cellular,30,jan,511
27,technician,single,tertiary,501,no,yes,telephone,30,jan,370
46,blue-collar,married,primary,665,no,no,cellular,30,jan,89
31,management,single,tertiary,358,yes,no,cellular,30,jan,68
53,unemployed,married,secondary,2180,no,no,telephone,30,jan,89
32,admin.,single,secondary,1465,no,no,telephone,30,jan,118
41,technician,divorced,secondary,692,yes,no,cellular,30,jan,249
30,admin.,married,secondary,373,yes,no,cellular,30,jan,353
40,housemaid,married,secondary,541,yes,no,cellular,30,jan,431
59,blue-collar,married,secondary,2605,no,no,cellular,30,jan,85
46,technician,married,tertiary,43,yes,no,telephone,30,jan,162
49,management,married,tertiary,-969,no,no,cellular,30,jan,61
35,admin.,single,secondary,1721,no,no,telephone,30,jan,103
28,admin.,married,secondary,12,yes,no,cellular,30,jan,73
33,management,single,tertiary,1859,yes,no,cellular,30,jan,1169
37,services,single,secondary,1534,no,no,cellular,30,jan,267
30,technician,single,secondary,316,yes,yes,cellular,30,jan,130
49,management,married,tertiary,15,no,no,cellular,30,jan,166
30,blue-collar,single,secondary,49,no,no,cellular,30,jan,808
28,management,single,tertiary,2080,no,no,telephone,30,jan,399
31,unemployed,single,primary,163,no,no,cellular,30,jan,707
26,services,single,secondary,110,no,no,cellular,30,jan,1136
31,services,single,secondary,295,no,no,cellular,2,feb,78
66,housemaid,married,secondary,1929,no,no,cellular,2,feb,169
33,management,married,tertiary,1071,no,no,cellular,2,feb,84
57,retired,married,secondary,523,no,yes,cellular,2,feb,49
46,management,married,tertiary,699,no,no,cellular,2,feb,241
29,services,single,secondary,536,yes,no,telephone,2,feb,30
43,admin.,married,secondary,764,yes,no,cellular,2,feb,118
36,admin.,single,secondary,115,no,no,cellular,2,feb,225
27,technician,single,secondary,90,no,no,cellular,2,feb,82
36,blue-collar,married,secondary,937,yes,no,telephone,2,feb,29
32,management,married,tertiary,71,no,no,cellular,2,feb,75
29,admin.,single,secondary,124,no,no,cellular,2,feb,94
21,unemployed,single,secondary,1333,no,no,cellular,2,feb,120
48,admin.,single,secondary,2091,no,no,cellular,2,feb,94
44,self-employed,married,secondary,335,no,no,cellular,2,feb,105
43,management,married,tertiary,228,yes,no,cellular,2,feb,84
57,management,married,tertiary,8141,no,no,cellular,2,feb,37
40,technician,divorced,secondary,0,yes,no,cellular,2,feb,67
38,blue-collar,married,secondary,168,no,yes,cellular,2,feb,151
62,technician,married,secondary,973,no,no,cellular,2,feb,326
36,technician,single,secondary,265,yes,yes,cellular,2,feb,88
53,services,married,secondary,660,no,no,cellular,2,feb,210
34,technician,single,secondary,258,no,no,cellular,2,feb,103
39,entrepreneur,single,unknown,879,yes,yes,cellular,2,feb,99
44,blue-collar,married,secondary,294,yes,no,cellular,2,feb,246
52,management,married,tertiary,72,no,no,cellular,2,feb,222
40,technician,single,tertiary,1646,yes,no,cellular,2,feb,215
34,unemployed,married,tertiary,181,yes,no,cellular,2,feb,110
57,housemaid,divorced,tertiary,3767,no,no,cellular,2,feb,19
37,management,divorced,tertiary,88,no,no,cellular,2,feb,608
45,unemployed,married,secondary,2040,no,no,telephone,2,feb,803
31,management,single,tertiary,1130,yes,no,cellular,2,feb,181
45,technician,divorced,secondary,441,yes,no,cellular,2,feb,535
46,technician,married,secondary,700,yes,yes,cellular,2,feb,299
46,technician,married,secondary,363,yes,no,cellular,2,feb,346
42,blue-collar,married,secondary,1288,yes,no,telephone,2,feb,18
55,technician,married,secondary,-308,no,no,cellular,2,feb,781
60,admin.,divorced,secondary,4519,no,no,cellular,2,feb,152
47,technician,married,secondary,349,yes,yes,cellular,2,feb,112
35,management,married,tertiary,495,no,no,cellular,2,feb,282
33,admin.,single,secondary,79,no,no,cellular,2,feb,674
43,admin.,married,secondary,877,yes,no,cellular,2,feb,135
61,retired,married,secondary,0,no,no,cellular,2,feb,75
37,blue-collar,married,primary,89,yes,no,cellular,2,feb,393
59,retired,divorced,tertiary,979,yes,no,cellular,2,feb,281
40,management,married,tertiary,432,yes,yes,cellular,2,feb,101
45,blue-collar,married,secondary,196,yes,no,cellular,2,feb,91
33,management,single,tertiary,361,yes,no,cellular,2,feb,81
22,student,single,secondary,2162,no,no,telephone,2,feb,168
37,unemployed,married,primary,941,no,no,cellular,2,feb,280
34,management,married,tertiary,0,no,no,cellular,2,feb,327
32,admin.,single,secondary,1,no,no,cellular,2,feb,75
38,technician,married,secondary,20,no,no,cellular,2,feb,147
22,student,single,secondary,148,no,no,cellular,2,feb,928
55,management,divorced,tertiary,446,no,no,cellular,2,feb,159
48,services,married,secondary,1555,no,no,cellular,2,feb,121
50,admin.,married,secondary,-185,no,no,cellular,2,feb,97
48,blue-collar,single,secondary,-269,no,no,cellular,2,feb,167
46,services,divorced,secondary,-179,no,no,cellular,2,feb,151
53,management,married,secondary,-264,no,yes,cellular,2,feb,150
62,retired,married,secondary,1495,no,no,cellular,2,feb,265
40,management,married,tertiary,572,no,no,cellular,2,feb,133
47,technician,divorced,secondary,129,no,no,cellular,2,feb,110
36,services,married,secondary,812,yes,yes,cellular,2,feb,138
29,technician,single,tertiary,2325,no,no,cellular,2,feb,125
37,services,single,secondary,21,yes,no,cellular,2,feb,96
39,admin.,divorced,secondary,7,yes,no,cellular,2,feb,550
26,management,single,tertiary,212,no,no,cellular,2,feb,62
38,blue-collar,married,secondary,757,yes,no,cellular,2,feb,133
38,management,married,tertiary,1198,yes,no,cellular,2,feb,63
56,services,divorced,secondary,218,yes,no,cellular,2,feb,113
37,blue-collar,married,secondary,520,yes,no,cellular,2,feb,54
47,management,single,tertiary,86,no,no,cellular,2,feb,1086
31,technician,single,secondary,118,no,no,cellular,2,feb,50
55,housemaid,married,secondary,5,no,no,cellular,2,feb,269
36,admin.,married,secondary,-206,yes,no,cellular,2,feb,122
50,unemployed,divorced,unknown,1088,no,no,cellular,2,feb,749
45,admin.,married,secondary,1097,yes,yes,cellular,2,feb,174
39,blue-collar,married,unknown,0,no,no,cellular,2,feb,731
40,admin.,married,secondary,5,no,no,cellular,2,feb,174
55,management,divorced,tertiary,347,yes,no,cellular,2,feb,115
42,admin.,divorced,secondary,814,yes,no,cellular,2,feb,326
52,technician,married,secondary,279,no,yes,cellular,2,feb,72
36,blue-collar,single,primary,367,no,no,cellular,2,feb,217
34,management,married,secondary,0,no,no,cellular,2,feb,270
28,admin.,single,secondary,53,no,no,cellular,2,feb,67
39,services,single,tertiary,1222,yes,no,cellular,2,feb,251
59,retired,married,primary,866,no,yes,cellular,2,feb,88
41,services,divorced,secondary,0,yes,no,cellular,2,feb,20
44,unemployed,married,secondary,0,yes,no,cellular,2,feb,699
44,technician,married,secondary,-1317,yes,no,cellular,2,feb,371
40,services,married,secondary,0,yes,yes,cellular,2,feb,226
56,unemployed,married,secondary,0,no,no,telephone,2,feb,492
53,self-employed,married,tertiary,451,yes,no,cellular,2,feb,125
32,management,married,tertiary,1852,no,no,cellular,2,feb,175
26,technician,single,secondary,3244,no,no,cellular,2,feb,141
51,technician,married,secondary,1490,yes,no,cellular,2,feb,177
43,technician,married,secondary,576,no,no,cellular,2,feb,229
50,services,married,secondary,545,no,no,cellular,2,feb,72
49,self-employed,married,secondary,289,yes,no,cellular,2,feb,243
47,admin.,divorced,secondary,207,yes,no,cellular,2,feb,244
32,admin.,divorced,secondary,714,no,no,cellular,2,feb,221
37,services,divorced,secondary,490,yes,no,cellular,2,feb,73
58,retired,married,unknown,662,yes,no,cellular,2,feb,389
53,services,married,secondary,1563,yes,no,cellular,2,feb,124
35,technician,married,secondary,1,no,no,cellular,2,feb,215
55,management,divorced,tertiary,-207,no,no,cellular,2,feb,211
49,blue-collar,single,secondary,-367,yes,no,cellular,2,feb,98
37,technician,single,secondary,194,yes,no,cellular,2,feb,144
57,unemployed,married,primary,5126,yes,no,cellular,2,feb,113
60,technician,married,secondary,216,yes,yes,cellular,2,feb,214
37,admin.,divorced,secondary,506,yes,no,cellular,2,feb,446
51,technician,divorced,tertiary,3962,yes,no,cellular,2,feb,267
36,admin.,single,secondary,-207,no,no,cellular,2,feb,83
39,technician,married,secondary,186,no,no,cellular,2,feb,171
42,blue-collar,married,primary,199,yes,no,cellular,2,feb,272
36,admin.,married,secondary,854,yes,no,cellular,2,feb,130
38,management,married,tertiary,106,no,no,cellular,2,feb,124
31,technician,single,secondary,25,no,no,cellular,2,feb,381
39,student,single,tertiary,2103,no,no,cellular,2,feb,588
56,management,married,tertiary,363,no,no,cellular,2,feb,49
35,blue-collar,single,secondary,278,no,no,cellular,2,feb,60
47,admin.,married,secondary,2152,no,no,cellular,2,feb,138
38,services,married,secondary,-301,no,yes,cellular,2,feb,182
43,entrepreneur,married,primary,629,yes,no,cellular,2,feb,70
39,blue-collar,married,secondary,1044,yes,no,cellular,2,feb,158
40,blue-collar,married,secondary,123,yes,no,cellular,2,feb,247
45,self-employed,married,tertiary,430,yes,no,cellular,2,feb,221
48,blue-collar,married,secondary,578,yes,no,cellular,2,feb,70
42,entrepreneur,married,secondary,46,no,no,cellular,2,feb,1013
54,technician,married,secondary,306,no,no,cellular,2,feb,107
59,retired,single,secondary,2,no,no,telephone,2,feb,935
45,housemaid,divorced,primary,221,no,no,cellular,2,feb,93
58,blue-collar,divorced,secondary,1103,yes,no,cellular,2,feb,226
47,technician,married,secondary,332,yes,no,cellular,2,feb,276
60,technician,married,secondary,358,no,no,cellular,2,feb,95
30,management,married,secondary,503,yes,no,cellular,2,feb,96
35,technician,divorced,secondary,2823,yes,no,cellular,2,feb,229
40,unemployed,single,tertiary,97,yes,yes,cellular,2,feb,73
48,blue-collar,married,unknown,439,yes,no,cellular,2,feb,212
36,technician,divorced,secondary,-94,yes,no,cellular,2,feb,185
31,unemployed,divorced,tertiary,256,yes,no,cellular,2,feb,264
54,services,married,secondary,514,yes,no,cellular,2,feb,109
49,blue-collar,married,primary,0,yes,no,cellular,2,feb,210
46,admin.,divorced,secondary,0,yes,no,cellular,2,feb,149
40,unemployed,divorced,secondary,507,yes,no,cellular,2,feb,134
30,management,single,tertiary,604,no,yes,cellular,2,feb,475
39,technician,single,secondary,614,yes,no,cellular,2,feb,166
31,technician,single,secondary,44,no,no,cellular,2,feb,200
34,blue-collar,single,secondary,186,no,no,cellular,2,feb,342
31,services,single,secondary,469,no,yes,cellular,2,feb,111
28,student,single,secondary,330,no,no,telephone,2,feb,197
58,retired,married,secondary,195,no,no,cellular,2,feb,41
32,services,married,secondary,289,yes,no,cellular,2,feb,63
41,admin.,married,tertiary,108,yes,no,cellular,2,feb,210
47,entrepreneur,married,secondary,583,yes,no,cellular,2,feb,495
58,admin.,divorced,secondary,0,yes,no,cellular,2,feb,244
31,management,married,tertiary,197,yes,no,cellular,2,feb,105
37,self-employed,single,secondary,349,yes,yes,cellular,2,feb,165
43,management,divorced,secondary,51,no,no,cellular,2,feb,430
34,blue-collar,married,secondary,-271,yes,yes,cellular,2,feb,90
38,services,married,secondary,304,no,yes,cellular,2,feb,238
38,technician,married,tertiary,447,yes,no,cellular,2,feb,224
37,blue-collar,married,primary,708,yes,no,telephone,2,feb,51
40,retired,married,primary,407,yes,no,cellular,2,feb,200
28,management,single,tertiary,33,no,no,cellular,2,feb,271
56,technician,married,secondary,778,no,no,cellular,2,feb,315
36,unemployed,married,secondary,533,yes,no,cellular,2,feb,619
60,management,married,tertiary,553,yes,no,cellular,2,feb,343
36,management,married,tertiary,763,no,no,cellular,2,feb,50
56,blue-collar,married,secondary,659,yes,no,cellular,2,feb,148
37,services,single,secondary,174,yes,no,cellular,2,feb,134
36,technician,single,secondary,210,no,no,cellular,2,feb,65
38,admin.,married,secondary,-500,no,yes,cellular,2,feb,67
48,services,married,secondary,74,no,no,cellular,2,feb,201
53,management,married,secondary,478,yes,no,cellular,2,feb,66
38,technician,married,secondary,10,no,no,cellular,2,feb,86
27,services,married,primary,921,no,no,cellular,2,feb,141
27,technician,married,tertiary,10451,yes,no,cellular,2,feb,45
46,entrepreneur,married,primary,0,no,no,cellular,2,feb,64
45,services,married,secondary,-75,yes,no,cellular,2,feb,134
46,blue-collar,married,primary,1941,yes,no,cellular,2,feb,90
48,blue-collar,married,secondary,244,yes,yes,cellular,2,feb,212
30,admin.,single,secondary,585,no,yes,cellular,2,feb,7
40,blue-collar,married,secondary,746,yes,yes,cellular,2,feb,241
60,management,married,primary,92,no,no,telephone,2,feb,447
32,services,single,secondary,6857,no,no,cellular,2,feb,216
48,services,married,secondary,51,yes,yes,cellular,2,feb,90
58,admin.,married,secondary,580,no,yes,telephone,2,feb,161
45,technician,married,secondary,1818,no,no,cellular,2,feb,197
47,admin.,single,secondary,15,no,no,cellular,2,feb,71
53,management,married,primary,798,yes,no,telephone,2,feb,45
43,services,married,unknown,790,no,no,cellular,2,feb,126
53,technician,married,secondary,7984,yes,no,cellular,2,feb,151
54,self-employed,married,secondary,534,yes,no,cellular,2,feb,165
36,admin.,married,secondary,96,no,no,cellular,2,feb,302
31,unemployed,single,secondary,284,yes,no,cellular,2,feb,855
36,blue-collar,single,secondary,50,no,no,telephone,2,feb,38
38,services,single,secondary,-196,yes,no,cellular,2,feb,60
31,technician,divorced,secondary,304,no,no,cellular,2,feb,133
35,admin.,single,tertiary,994,no,no,cellular,2,feb,75
34,management,married,tertiary,28,yes,no,cellular,2,feb,504
35,blue-collar,married,primary,0,no,yes,cellular,2,feb,154
46,management,married,tertiary,587,no,no,telephone,2,feb,186
27,student,single,secondary,1411,no,no,cellular,2,feb,92
38,services,single,secondary,4317,yes,no,cellular,2,feb,216
47,management,single,tertiary,585,yes,no,cellular,2,feb,100
43,blue-collar,married,primary,575,no,no,cellular,2,feb,237
28,technician,single,tertiary,-481,yes,yes,cellular,2,feb,100
54,technician,married,secondary,719,yes,no,cellular,2,feb,242
31,services,married,secondary,442,yes,no,cellular,2,feb,69
42,management,single,tertiary,336,yes,no,cellular,2,feb,142
34,entrepreneur,married,tertiary,-508,yes,no,cellular,2,feb,282
37,management,married,tertiary,767,no,yes,cellular,2,feb,204
29,unemployed,single,secondary,875,no,no,cellular,2,feb,137
26,student,single,tertiary,376,no,no,telephone,2,feb,237
34,blue-collar,married,primary,1873,yes,no,cellular,2,feb,192
29,technician,single,secondary,120,no,no,cellular,2,feb,110
26,management,single,tertiary,761,no,no,cellular,2,feb,362
33,technician,single,secondary,1327,yes,no,cellular,2,feb,20
30,admin.,single,tertiary,267,no,no,cellular,2,feb,124
42,self-employed,single,secondary,924,no,no,cellular,2,feb,127
29,admin.,single,secondary,196,no,no,telephone,2,feb,268
41,management,married,primary,243,yes,no,cellular,2,feb,199
34,technician,married,primary,1301,no,no,cellular,2,feb,56
35,technician,married,secondary,723,no,no,cellular,2,feb,324
29,management,married,tertiary,-45,no,no,cellular,2,feb,180
28,services,single,secondary,0,no,no,cellular,2,feb,188
34,management,married,tertiary,926,no,yes,cellular,2,feb,655
38,services,married,secondary,8876,no,no,cellular,2,feb,280
31,admin.,single,tertiary,5,no,yes,cellular,2,feb,75
26,management,single,tertiary,0,no,yes,cellular,2,feb,145
39,technician,married,tertiary,794,no,no,telephone,2,feb,182
27,management,single,tertiary,1414,yes,no,cellular,2,feb,95
35,admin.,married,secondary,643,yes,no,cellular,2,feb,346
41,management,single,tertiary,-24,yes,no,cellular,2,feb,437
44,unemployed,single,tertiary,7822,yes,no,telephone,2,feb,20
59,blue-collar,married,primary,0,no,no,cellular,2,feb,173
37,management,married,secondary,10,no,yes,cellular,2,feb,164
34,unemployed,divorced,tertiary,182,yes,no,cellular,2,feb,170
40,blue-collar,married,primary,418,no,no,cellular,2,feb,84
36,services,married,secondary,145,yes,no,cellular,2,feb,109
41,blue-collar,divorced,secondary,-224,yes,no,cellular,2,feb,108
36,management,married,tertiary,853,yes,yes,cellular,2,feb,408
54,unemployed,divorced,secondary,6745,no,no,cellular,2,feb,39
38,self-employed,married,secondary,290,yes,no,cellular,2,feb,123
46,housemaid,married,primary,0,no,no,telephone,2,feb,161
38,management,married,tertiary,661,yes,no,cellular,2,feb,366
55,management,married,primary,621,no,yes,cellular,2,feb,114
33,management,single,tertiary,474,yes,no,cellular,2,feb,62
36,admin.,married,secondary,131,yes,no,cellular,2,feb,83
40,technician,married,secondary,504,yes,no,cellular,2,feb,96
46,blue-collar,divorced,primary,216,no,no,cellular,2,feb,173
